id,description,name,material,finish,size,price,price_unit,design_types,applications,quantity_per_box,area_per_box,area_unit,faces,origin,laying_patterns,product_url,image_url,last_updated,image_path
odg-kn-d-lite-grey-dk,ODG KN D Lite Grey Dk is a unspecified tile in 300x450 mm size,ODG KN D Lite Grey Dk,Unspecified,,300x450 mm,70.0,sq.ft,,,6,81.0,sq Decimeter,0,India,"Brick Pattern, Straight Pattern",https://orientbell.com/odg-kn-d-lite-grey-dk-015005672661035011m,https://server.orientbell.com/static/frontend/colora/colora_default/en_US/Magento_Catalog/images/product/placeholder/image.jpg,2025-01-02 23:37:12,../Backend/images_final/odg_kn_d_lite_grey_dk.jpg
odh-statuario-tulip-hl,"ODH Statuario Tulip HL is a glazed vitrified tiles tile with floral design It features a glossy finish in 300x600 mm size The ODH Statuario Tulip HL is a sophisticated highlighter tile with grey tulip motifs on a white background. The glossy finish and digitally imprinted flowers look vivid and striking. This ceramic tile is available in a convenient 300x600mm size. It is durable and can withstand water exposure, thanks to its low porosity. And stains or spills can be tackled easily with soap water and a wet mop. Expensive maintenance procedures are not needed and regular cleaning will suffice to keep this tile functional. This tile can be used by itself to create an accent wall. It can also be paired with ODG Statuario Bianco to create a mesmerising wall concept. They can be used in various spaces such as bathrooms, kitchen backsplashes and living rooms for a stunning impact.",ODH Statuario Tulip HL,Glazed Vitrified Tiles,Glossy Finish,300x600 mm,84.0,sq.ft,Floral,Bathroom,5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-statuario-tulip-hl-015005745091536011m,https://images.orientbell.com/media/catalog/product/o/d/odh_statuario_tulip_hl_60_30_glossy_obl_premium.jpg,2025-01-02 22:38:32,../Backend/images_final/odh_statuario_tulip_hl.jpg
odh-dory-mint-leaf-hl,"ODH Dory Mint Leaf Hl is a unspecified tile in 300x600 mm size With a subtle striped background, the ODH Dory Mint Leaf HL tile has a print of autumn leaves on its surface. Measuring 300x600mm, this tile is best installed horizontally. This stunning highlighter tile can be used in combination with plain and striped tiles to create a striking wall concept for your space. It can also be used as an accent tile to highlight certain sections or accessories, such as art pieces, shower areas, televisions, mirrors, etc. Due to its low porosity, the tile absorbs very little moisture and can help protect your walls from water related damage. It also has an easy to clean surface that can be wiped or washed clean in no time at all. The tile looks great paired with lighter walls. Dark furniture, gold accessories, and indoor plants can be used to enhance the beauty of the tile. White lights can also be used to highlight the tile.",ODH Dory Mint Leaf Hl,Unspecified,,300x600 mm,77.0,sq.ft,,,6,1.08,sq Decimeter,0,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-dory-mint-leaf-hl-015005745361402011m,https://images.orientbell.com/media/catalog/product/o/d/odh_dory_mint_leaf_hl_60_30_glossy_obl_premium.jpg,2025-01-02 22:38:39,../Backend/images_final/odh_dory_mint_leaf_hl.jpg
odg-victoria-beige,"ODG Victoria Beige is a ceramic , digital , dark tile with marble design It features a glossy finish in 300x600 mm size Bring class and style to your residential or commercial spaces with Orientbell’s ODG Victoria Beige tile which is light in colour. Light colours, especially beige, never go out of fashion. No other colour can beat its elegance! The look of this tile is so mesmerising because it is made with the digital imprinting technique, which also helps it maintain its charm for a very long time. Besides giving a subtle and beautiful touch to your space, this tile will also provide it durability and strength as it is made of ceramic material. This tile can also be combined with darker shades such as dark brown to add vivacity to any space. The ODG Victoria Beige tile can be applied almost anywhere, from dining rooms and kitchens to bathroom walls. The tile comes in the size of 300mm x 600mm and is priced at Rs 67 per sq. ft or Rs 722 per sq. metre.",ODG Victoria Beige,"Ceramic , Digital , Dark",Glossy Finish,300x600 mm,84.0,sq.ft,Marble,"Bathroom, Kitchen, Accent, Dining Room",5,90.0,sq Decimeter,4,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-victoria-beige-015005748390218011m,https://images.orientbell.com/media/catalog/product/o/d/odg_victoria_beige_60_30_glossy_obl_premium_1.jpg,2025-01-02 22:38:57,../Backend/images_final/odg_victoria_beige.jpg
odg-victoria-brown,"ODG Victoria Brown is a ceramic , digital , dark tile with marble design It features a glossy finish in 300x600 mm size Orientbell’s ODG Victoria Brown tile can make any room look classy and fashionable! Made of dark, ceramic material, the tile is very durable and is sure to last for years to come. The design on the tile is digitally imprinted which helps maintain its beauty alive for as long as you desire! The brown color can be paired with a light color to create a wonderful set and beautify your rooms. The glossy finish on the ODG Victoria Brown tile makes the tiles glow. Also, it requires little to no maintenance and the tiles can be cleaned in no time just by using a clean mop or cloth! The ODG Victoria Brown Tile comes in the size of 300mm x 600mm. The tile can be laid in many patterns such as basketweave, brick, herringbone and straight. The ODG Victoria Brown tile is suitable for your accent walls, bars and restaurants, and even bathroom and kitchen walls.",ODG Victoria Brown,"Ceramic , Digital , Dark",Glossy Finish,300x600 mm,84.0,sq.ft,Marble,"Bathroom, Kitchen, Accent, Bar/Restaurant",5,90.0,sq Decimeter,4,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-victoria-brown-015005748390249011m,https://images.orientbell.com/media/catalog/product/o/d/odg_victoria_brown_60_30_glossy_obl_premium.jpg,2025-01-02 22:39:18,../Backend/images_final/odg_victoria_brown.jpg
odh-victoria-wave-hl,"ODH Victoria Wave HL is a ceramic , digital , highlighter tile with floral design It features a glossy finish in 300x600 mm size Bring elegance to your commercial and residential spaces with this Orientbell ODH Victoria Wave HL Tile. It’s a highlighter tile and can be paired with a light-colored tile to create an interesting pattern or design. The ceramic material on the tile ensures its durability. The colour and the wavy design is digitally imprinted on these glossy finish tiles to make them long-lasting and make your walls glow for years to come! It requires little to no maintenance, making them look absolutely fresh and new. Available in the size of 300mm x 600mm, the ODH Victoria Wave HL Tile is suitable for your accent walls, dining room, kitchen and bathroom walls!",ODH Victoria Wave HL,"Ceramic , Digital , Highlighter",Glossy Finish,300x600 mm,84.0,sq.ft,Floral,"Bathroom, Kitchen, Accent, Dining Room, Bar/Restaurant",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-victoria-wave-hl-015005748441345011m,https://images.orientbell.com/media/catalog/product/o/d/odh_victoria_wave_hl_60_30_glossy_obl_premium.jpg,2025-01-02 22:39:35,../Backend/images_final/odh_victoria_wave_hl.jpg
odh-marco-bloom-hl,"ODH Marco Bloom HL is a ceramic , digital , highlighter tile with floral design It features a matte finish in 300x600 mm size Having a garden at your place is one thing but how about having flowers and greenery all over your walls? If that sounds intriguing to you, then you’ve landed at the right place. The ODH Marco Bloom HL Tile comes with a lovely design of flowers that is digitally imprinted to make your place always look bright and cheerful. The matte finish on the tiles will conceal smudges, stains and dried water droplets. Matte tiles do not require frequent cleaning, and when you do clean them, there is no need to be as vigilant for removing water and soap marks. If you are keen to achieve a natural or rustic decor, matte tiles are the way to go. The ODH Marco Bloom HL comes in ceramic material, which is known for its durability. You can club this tile with any other tile to give a highlighting effect to the place. The ODH Macro Bloom HL tile can be laid in many patterns such as basketweave, brick, herringbone and straight pattern, depending on your preference! This 300mm x 600mm size tile can be applied on your accent walls, bathroom, kitchen and dining room walls.",ODH Marco Bloom HL,"Ceramic , Digital , Highlighter",Matte Finish,300x600 mm,84.0,sq.ft,Floral,"Bathroom, Kitchen, Accent, Dining Room",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-marco-bloom-hl-015005750621602011m,https://images.orientbell.com/media/catalog/product/o/d/odh_marco_bloom_hl_60_30_matt_obl_premium.jpg,2025-01-02 22:40:49,../Backend/images_final/odh_marco_bloom_hl.jpg
odh-marco-merfil-hl,"ODH Marco Merfil HL is a ceramic , digital , highlighter tile with floral , pattern design It features a matte finish in 300x600 mm size The ODH Marco Merfil HL tile is a piece of luxury! The intricate designs on the tiles look stunning and rich. The tile comes in matte finish which helps conceal smudges, dried water droplets and stains. Tiles with matte finish require little to no maintenance and even when you do clean them, you don’t have to be very attentive towards cleaning those water and soap marks. The brownish colour of the tile with a hint of golden shade makes the design stand out. The designs and the colours are digitally imprinted on the tiles which makes them very long-lasting! The ODH Marco Merfil HL Tile can be clubbed with a light-colored tile to create an interesting look and showcase your creativity! These 300m x 600mm size tiles are ideal for walls, including in commercial spaces like bars and restaurants and accent walls in residential spaces. Give a natural yet dazzling look to your space by settling in for these tiles!",ODH Marco Merfil HL,"Ceramic , Digital , Highlighter",Matte Finish,300x600 mm,84.0,sq.ft,"Floral, Pattern","Bathroom, Kitchen, Accent, Bar/Restaurant",6,1.08,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-marco-merfil-hl-015005750621607011m,https://images.orientbell.com/media/catalog/product/o/d/odh_marco_merfil_hl_60_30_matt_obl_premium.jpg,2025-01-02 22:40:59,../Backend/images_final/odh_marco_merfil_hl.jpg
odm-marco-beige-dk,"ODM Marco Beige DK is a ceramic , digital , dark tile with cement design It features a matte finish in 300x600 mm size The ODM Marco Beige DK tile comes in a unique design and colour, which can together give an antique but classy look to your walls! You don’t have to worry about the designs and colour as they are digitally imprinted on the tiles, so they will not come off and the tiles will look as good as new even after years. The tile can conceal smudges, stains, and dried water droplets as it has a matte finish. After investing in these tiles, you won’t have to worry about maintaining them as they require very little effort and can be cleaned with just a wet mop or cloth. Also, you don’t even have to be extra vigilant about removing water and soap marks because the matte finish hides these. The ODM Marco Beige DK tile is made of ceramic material which makes them very durable, enabling you to relax and enjoy your decor for many years! You can creatively lay down this 300mm x 600m size tile in various patterns such as basketweave, brick, herringbone and straight. Each pattern wil give a different look so choose carefully!",ODM Marco Beige DK,"Ceramic , Digital , Dark",Matte Finish,300x600 mm,84.0,sq.ft,Cement,"Bathroom, Kitchen, Accent, Dining Room",5,90.0,sq Decimeter,4,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odm-marco-beige-dk-015005750631030011m,https://images.orientbell.com/media/catalog/product/0/1/01_13_1.jpg,2025-01-02 22:41:10,../Backend/images_final/odm_marco_beige_dk.jpg
odm-marco-beige-lt,"ODM Marco Beige LT is a ceramic , digital , light tile with cement design It features a matte finish in 300x600 mm size Light colours look interesting but when it comes to the beige, no other shade can beat its charm! The ODM Marco Beige LT tile has a subtle design on a beige colour base, which makes for a lovely combination. You can also club this tile with other colours to create an even more stunning look. Both the design and colour are digitally imprinted which makes them long-lasting. The last thing you need to worry about is quality when you are buying tiles from Orientbell. The ODM Marco Beige LT tile is made of ceramic material making it a durable and popular set of tiles. The tile comes in matte finish, which will make your life easier as matte tiles help conceal smudges, stains and dried water droplets. You can clean them up easily just by using a wet mop or a cloth. Matte finish also gives a natural look to any space.",ODM Marco Beige LT,"Ceramic , Digital , Light",Matte Finish,300x600 mm,84.0,sq.ft,Cement,"Bathroom, Kitchen, Dining Room",5,90.0,sq Decimeter,4,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odm-marco-beige-lt-015005750631031011m,https://images.orientbell.com/media/catalog/product/0/1/01_13_2.jpg,2025-01-02 22:41:23,../Backend/images_final/odm_marco_beige_lt.jpg
odg-bohmia-gris-dk,"ODG Bohmia Gris DK is a ceramic , digital , dark tile with marble design It features a glossy finish in 300x600 mm size Magnify the beauty of your place by using the ODG Bohmia Gris DK tile which sports a unique pattern. The intricate texture and design are sure to catch the eyes of your guests. The colour combination in hues of blue looks lovely! The whole charm of the tile is due to the colours, texture and design, which is digitally imprinted. This will ensure that the tile retains its charm for many years. The tile comes in glossy finish, which gives a special glow to any space. It is easy to clean and maintain because of the smooth surface. Just use a wet mop or cloth and the tiles will be sparkling clean! Also, glossy finish makes rooms look bigger and brighter. The tile is made of ceramic material which makes them durable so you don’t have to worry about them being cracked or damaged. The ODG Bohmia Gris DK tile is stain- and scratch-resistant which takes away another worry. All these qualities will ensure that the tile will last long and you won’t have to worry about replacing them anytime soon. The tile comes in the size of 300mm x 600mm and can be placed creatively in many patterns such as basketweave, brick, herringbone and straight. You can also combine these tiles with a lighter shade plain tile and create a different design.",ODG Bohmia Gris DK,"Ceramic , Digital , Dark",Glossy Finish,300x600 mm,84.0,sq.ft,Marble,"Kitchen, Bedroom, Accent",5,90.0,sq Decimeter,4,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-bohmia-gris-dk-015005751821629011m,https://images.orientbell.com/media/catalog/product/o/d/odg_bohmia_gris_dk_60_30_glossy_obl_premium.jpg,2025-01-02 22:41:39,../Backend/images_final/odg_bohmia_gris_dk.jpg
odg-bohmia-gris-lt,"ODG Bohmia Gris LT is a ceramic , digital , light tile with marble design It features a glossy finish in 300x600 mm size The ODG Bohmia Gris LT tile is made of light and ceramic material which makes it sturdy and durable, meaning you can be sure they are there for the long run! The subtle shade of grey and the design on the tile are digitally imprinted on the tile so as to maintain its beauty for years to come. The ODG Bohmia Gris LT tile can be clubbed with other colours to create a highlighting effect which will only enhance its magnetism! You can set your imagination free to choose among basketweave, brick, herringbone and straight patterns, and make your rooms stand out! The glossy finish on the tile helps to keep them clean and shiny all the time and in the rarest of situations when you would need to clean them, it will require very little effort and can be cleaned just by using a wet mop or cloth. The ODG Bohmia Gris LT tile will look great on your Bedroom walls and beautify the space even more. Make your rooms look brighter and beautiful by using these tiles.",ODG Bohmia Gris LT,"Ceramic , Digital , Light",Glossy Finish,300x600 mm,84.0,sq.ft,Marble,"Bathroom, Kitchen, Accent",5,90.0,sq Decimeter,4,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-bohmia-gris-lt-015005751821630011m,https://images.orientbell.com/media/catalog/product/o/d/odg_bohmia_gris_lt_60_30_glossy_obl_premium.jpg,2025-01-02 22:41:43,../Backend/images_final/odg_bohmia_gris_lt.jpg
odh-bohmia-flora-hl,"ODH Bohmia Flora HL is a ceramic , digital , highlighter tile with floral design It features a glossy finish in 300x600 mm size Whenever one thinks of beautifying their rooms, flowers or plants are the first things that come to their mind and that is exactly why we suggest investing in the ODH Bohmia Flora HL tile. The tile looks fabulous with all the detailing and color combination and can be clubbed with any tile to create a highlighting effect that is sure to enhance the beauty of any space. The design also lends a natural look to any area. It comes with glossy finish, which makes it look shiny and clean. It is sure to catch the attention of your visitors and guests. The ODH Bohmia Flora HL tile will make your walls look lovely whether it be the accent walls or bathroom and kitchen walls. You can also lay them in a straight pattern for an amazing effect. If you’re not sure about the look, you can use the Trulook feature which will give you an almost accurate idea of how the tiles will look after being placed on your walls! The tile is made of ceramic material which makes it durable.",ODH Bohmia Flora HL,"Ceramic , Digital , Highlighter",Glossy Finish,300x600 mm,84.0,sq.ft,Floral,"Bathroom, Kitchen, Accent",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-bohmia-flora-hl-015005751831398011m,https://images.orientbell.com/media/catalog/product/o/d/odh_bohmia_flora_hl_60_30_glossy_obl_premium.jpg,2025-01-02 22:42:02,../Backend/images_final/odh_bohmia_flora_hl.jpg
odh-bohmia-geo-hl,"ODH Bohmia Geo HL is a ceramic , digital , highlighter , designer tile with marble design It features a glossy finish in 300x600 mm size The ODH Bohmia Geo HL tile has a detailed geometric design, which looks very modern and contemporary. The colour combination of light blue and white looks fascinating! The tile comes in a glossy finish which only helps to make it look even more beautiful. The tiles come in the size of 300mm x 600mm, and can be laid in many patterns such as basketweave, brick, herringbone and straight. The tile can also be clubbed with any other tile to showcase your creativity and beautify your room decor. The tile is made of ceramic material which makes it durable. The tile doesn’t absorb moisture and water making it ideal for spaces such as the kitchen and bathroom where water usage is high! The ODH Bohmia Geo HL tile is a designer tile and is sure to look stylish on any wall with its contemporary design. It requires little to no maintenance as it can be cleaned with just a wet mop or cloth and is also stain- and scratch-resistant. You will love the effect the tile will give to your walls!",ODH Bohmia Geo HL,"Ceramic , Digital , Highlighter , Designer",Glossy Finish,300x600 mm,84.0,sq.ft,Marble,"Bathroom, Kitchen, Accent",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-bohmia-geo-hl-015005751831628011m,https://images.orientbell.com/media/catalog/product/o/d/odh_bohmia_geo_hl_60_30_glossy_obl_premium.jpg,2025-01-02 22:42:11,../Backend/images_final/odh_bohmia_geo_hl.jpg
odh-kolam-brown-hl,"ODH Kolam Brown HL is a ceramic , digital , highlighter tile It features a glossy finish in 300x600 mm size The ODH Kolam Brown HL tile comes in a unique design with brown and white layers. The brown layers resemble a stone-like texture combined with white layers giving it a stone modern-age look. Available in the size of 300mm x 600mm, the tiles are sturdy and durable as they are made of ceramic material. It can be paired with any other tile to create a more interesting highlighter effect and magnify the beauty of the place! The ODH Kolam Brown HL tile comes in a glossy finish which makes them shiny and easy to maintain and clean. They do not absorb moisture and water which makes them ideal for kitchens and bathrooms where you tend to use water all the time. Also, they are scratch- and stain-resistant. Apart from kitchens and bathrooms, the tile can be used on accent walls and dining room walls. Give a special effect to your area by using this tile!",ODH Kolam Brown HL,"Ceramic , Digital , Highlighter",Glossy Finish,300x600 mm,84.0,sq.ft,,"Bathroom, Kitchen, Accent, Dining Room",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-kolam-brown-hl-015005751851338011m,https://images.orientbell.com/media/catalog/product/g/f/gft_lina_starwhite_odh_kolam_brown_hl_bathroom_ambiance_ceramic_wall_tiles_300x600_mm_1.jpg,2025-01-02 22:42:19,../Backend/images_final/odh_kolam_brown_hl.jpg
odg-leathra-nero,"ODG Leathra Nero is a ceramic , dark tile with texture design It features a glossy finish in 300x600 mm size Who would’ve thought of putting up leather on their walls until now? Orientbell brings you the ODG Leathra Nero tile which has a leather like texture which very well replicates actual leather as it has been digitally imprinted on the tile which also makes the life of the design and texture long. The leather texture gives any area a modern and contemporary look. The tile is made of dark, ceramic material, due to which the tiles are sturdy and durable, just like real leather! The 300mm x 600mm tile comes in glossy finish, making the tiles look fresh and clean all the time. They are extremely easy to clean and maintain because of their smooth surfaces. You simply need to wipe it clean and they will sparkle bright. This is one of the many reasons as to why gloss tiles are a popular choice for spaces such as kitchen backsplashes and shower walls. Glossy tiles also make your room feel lighter and brighter. In spaces with low amounts of sunlight, glossy tiles help to maximise this small amount by bouncing the light back and forth around the space, making it a great option for small bathrooms!",ODG Leathra Nero,"Ceramic , Dark",Glossy Finish,300x600 mm,84.0,sq.ft,Texture,"Bathroom, Kitchen",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-leathra-nero-015005753130415011m,https://images.orientbell.com/media/catalog/product/o/d/odg_leathra_nero_60_30_glossy_obl_premium.jpg,2025-01-02 22:42:27,../Backend/images_final/odg_leathra_nero.jpg
odg-leathra-bianco,"ODG Leathra Bianco is a ceramic , light tile with texture design It features a glossy finish in 300x600 mm size This may not be real leather but it's as close as you can get when it comes to putting up leather on your walls. The intricate design and texture on this tile is amazing, and being digitally imprinted, it will last long. The ODG Leathra Bianco tile is made of light, ceramic material which provides it durability. Available in the size of 300mm x 600mm, the tile is also scratch- and stain-resistant. This tile is great for your bathroom and kitchen walls due to its glossy finish which doesn’t let water droplets stay. The glossy finish helps to keep the tiles look clean and shiny and, if needed, can be cleaned just by using a wet mop or cloth. Due to its leather-like design, the tile is also suitable for your accent walls and dining room walls, apart from commercial spaces such as bars and restaurants. Add that stylish and contemporary look to your space by using these tiles.",ODG Leathra Bianco,"Ceramic , Light",Glossy Finish,300x600 mm,84.0,sq.ft,Texture,"Bathroom, Kitchen, Accent, Dining Room, Bar/Restaurant",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-leathra-bianco-015005753131032011m,https://images.orientbell.com/media/catalog/product/o/d/odg_leathra_bianco_60_30_glossy_obl_premium.jpg,2025-01-02 22:42:34,../Backend/images_final/odg_leathra_bianco.jpg
odh-leathra-hl,"ODH Leathra HL is a ceramic , highlighter tile with geometric design It features a glossy finish in 300x600 mm size ODH Leathra HL is one of the most stylish and unique highlighter tiles available at Orientbell TIles. The grey-coloured geometric design can be creatively combined with plain tiles to give a classy touch to the entire space. Crafted with ceramic material, it is the most long-lasting and robust tile available in the market. Moreover, this tile is easy to mop or clean and requires almost no maintenance for years. Not only this, ODH Leathra HL is immune to stains, scratches, acids and chemicals. Also, it absorbs less moisture and, therefore, it can be widely used in wet areas such as the bathroom and kitchen. There are many other places where this tile can be installed like a dining room, accent walls and even restaurants and bars. Orientbell’s ODH Leathra HL is available in 300x600mm size at a very affordable price. Last but not the least, this glossy finish tile can be installed in different patterns such as brick, basketweave, straight and herringbone.",ODH Leathra HL,"Ceramic , Highlighter",Glossy Finish,300x600 mm,84.0,sq.ft,Geometric,"Bathroom, Kitchen, Accent, Dining Room, Bar/Restaurant",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-leathra-hl-hl-015005753271343011m,https://images.orientbell.com/media/catalog/product/o/d/odh_leathra_hl_60_30_glossy_obl_premium.jpg,2025-01-02 22:42:46,../Backend/images_final/odh_leathra_hl.jpg
odg-jordy-grey-dark,"ODG Jordy Grey Dark is a ceramic , digital , dark tile with cement design It features a glossy finish in 300x600 mm size With the colour grey being a popular decor choice with its sophistication and elegance, ODG Jordy Grey Dark brings grey in its darker shade for a brilliant effect. The cemented pattern on this dark grey ceramic wall tile is ideal for admirers of urban and classy decor. It's digitally imprinted design allows for the vividness and clarity of the pattern. Such fascinating aspects of this 300x600mm tile are backed by the ceramic material that makes the tile durable. And while its glossy finish adds a gleam to the wall, it remains as it is for a long time with minimal maintenance. These non-porous tiles prevent the seepage of moisture and water and also prevent your walls from being damaged. With such fantastic features, you can use them in bathrooms and kitchens, although bedrooms and living rooms could also be adorned with them. So whether you use the tile by itself or combine with lighter and highlighter tiles to create a striking wall concept, interesting aesthetics are bound to happen.",ODG Jordy Grey Dark,"Ceramic , Digital , Dark",Glossy Finish,300x600 mm,84.0,sq.ft,Cement,"Bathroom, Kitchen",5,90.0,sq Decimeter,4,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-jordy-grey-dark-015005753881127011m,https://images.orientbell.com/media/catalog/product/o/d/odg_jordy_grey_dark_60_30_glossy_obl_premium.jpg,2025-01-02 22:43:22,../Backend/images_final/odg_jordy_grey_dark.jpg
odg-jordy-grey-light,"ODG Jordy Grey Light is a ceramic tile It features a glossy finish in 300x600 mm size Orientbell Tiles’ ODG Jordy Grey Light has an attractive design. The colour is primarily basic and the textures imprinted on the tile makes it look stylish. The tile comes at an affordable price. These wall tiles come in an elegant grey colour and can be installed anywhere. This tile is made from ceramic material and comes with the finishing of gloss. The tile is resistant to stains and scratches and doesn’t require maintenance for years. The durability of the tiles is just the best. It is very convenient to clean and maintain. One just needs a wet mop or cloth. Also, the tile doesn’t absorb water and prevents leakage which makes it a very good option to buy. It is available in the tile size of 300x600mm.",ODG Jordy Grey Light,Ceramic,Glossy Finish,300x600 mm,84.0,sq.ft,,,5,90.0,sq Decimeter,4,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-jordy-grey-light-015005753881669011m,https://images.orientbell.com/media/catalog/product/o/d/odg_jordy_grey_dark_light_f2.png,2025-01-02 22:43:37,../Backend/images_final/odg_jordy_grey_light.jpg
odg-hava-beige,ODG Hava Beige is a unspecified tile in 300x600 mm size,ODG Hava Beige,Unspecified,,300x600 mm,84.0,sq.ft,,,6,1.08,sq Decimeter,0,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://orientbell.com/odg-hava-beige-015005753940218011m,https://images.orientbell.com/media/catalog/product/o/d/odg_hava_beige_60_30_glossy_obl_premium.jpg,2025-01-02 23:39:56,../Backend/images_final/odg_hava_beige.jpg
odh-jordy-hl,"ODH Jordy HL is a ceramic , highlighter tile with floral design It features a glossy finish in 300x600 mm size The ODH Jordy HL has intricate geometric designs inside small square boxes that give it a stunning look. The delicate patterns and the glossy finish add to the subtle sophistication of this highlighter tile. This durable and easy to clean ceramic tile is ideal for kitchen and bathroom areas due to its low porosity and its ability to withstand water exposure. The 300x600mm tile size is easy to install in any space. It doesn't require extensive maintenance and can be cleaned easily with soap water and a mop. This tile can be used anywhere from residential areas like bathrooms, kitchens, dining rooms and bedrooms for a show-stopping look. It can also easily enhance the decor of commercial areas like restaurants, offices, bars, hospitals, conference rooms, break rooms, reception areas, lobby areas, malls, pooja rooms, etc..",ODH Jordy HL,"Ceramic , Highlighter",Glossy Finish,300x600 mm,84.0,sq.ft,Floral,"Bathroom, Kitchen, Accent, Bar/Restaurant",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odh-jordy-hl-015005753961343011m,https://images.orientbell.com/media/catalog/product/o/d/odh_jordy_hl_60_30_glossy_obl_premium.jpg,2025-01-02 22:43:50,../Backend/images_final/odh_jordy_hl.jpg
odg-juno-multi-dk,"ODG Juno Multi DK is a ceramic , digital , dark tile with mosaic design It features a glossy finish in 300x600 mm size Add a splash of colour and liven up any boring space with the ODG Juno Multi DK tile from Orientbell Tiles. Manufactured by using high-end technology, this sturdy ceramic tile has a gorgeous digital imprint that forms a cohesive mish-mash of colours. Measuring 300x600mm, this dainty tile can be installed in conjunction with the ODG Juno Milti LT and ODH Juno Multi HL, to create a mesmerising wall concept for your space. The tile can also be used by itself to create a striking accent wall. The tile can be used in both residential as well as commercial spaces, such as bathrooms, kitchens, living rooms, dining rooms, boutiques, showrooms, corridors, pooja rooms, lobbies, reception areas, offices, banquets, conference rooms, etc. The tile, with its low rate of porosity and it’s easy to clean surface, can be easily washed clean or wiped clean using a wet mop. The tile also requires minimal regular maintenance.",ODG Juno Multi DK,"Ceramic , Digital , Dark",Glossy Finish,300x600 mm,84.0,sq.ft,Mosaic,"Bathroom, Living Room, Kitchen, Accent",5,90.0,sq Decimeter,1,India,"Basketweave Pattern, Brick Pattern, Herringbone Pattern, Straight Pattern",https://www.orientbell.com/odg-juno-multi-dk-015005755891672011m,https://images.orientbell.com/media/catalog/product/o/d/odg_juno_multi_dk_60_30_glossy_obl_premium.jpg,2025-01-02 22:44:19,../Backend/images_final/odg_juno_multi_dk.jpg
